Mod:Item:MetaData, Localized Name
TConstruct:decoration.multibrickmetal:5, Fancy Ardite Brick
TConstruct:decoration.multibrickmetal:6, Fancy Cobalt Brick
TConstruct:decoration.multibrickmetal:7, Fancy Manyullyn Brick
TConstruct:ore.berries.one:8, Iron Oreberry Bush
TConstruct:ore.berries.one:9, Gold Oreberry Bush
TConstruct:ore.berries.one:10, Copper Oreberry Bush
TConstruct:ore.berries.one:11, Tin Oreberry Bush
TConstruct:ore.berries.two:8, Aluminum Oreberry Bush
TConstruct:ore.berries.two:9, Essence Berry Bush
TConstruct:SearedBrick:1, Cobalt Ore
TConstruct:SearedBrick:2, Ardite Ore
TConstruct:SearedBrick:3, Copper Ore
TConstruct:SearedBrick:4, Tin Ore
TConstruct:SearedBrick:5, Aluminum Ore
TConstruct:GravelOre:0, Iron Gravel Ore
TConstruct:GravelOre:1, Gold Gravel Ore
TConstruct:GravelOre:2, Copper Gravel Ore
TConstruct:GravelOre:3, Tin Gravel Ore
TConstruct:GravelOre:4, Aluminum Gravel Ore
TConstruct:GravelOre:5, Cobalt Gravel Ore
TConstruct:rail.wood, Wooden Rail
TConstruct:MetalBlock:0, Block of Cobalt
TConstruct:MetalBlock:1, Block of Ardite
TConstruct:MetalBlock:2, Block of Manyullyn
TConstruct:MetalBlock:3, Block of Copper
TConstruct:MetalBlock:4, Block of Bronze
TConstruct:MetalBlock:5, Block of Tin
TConstruct:MetalBlock:6, Block of Aluminum
TConstruct:MetalBlock:7, Block of Aluminum Brass
TConstruct:MetalBlock:8, Block of Alumite
TConstruct:MetalBlock:9, Block of Steel
TConstruct:MetalBlock:10, Block of Solid Ender
TConstruct:ToolStationBlock:0, Tool Station
TConstruct:ToolStationBlock:1, Part Builder
TConstruct:ToolStationBlock:2, Part Builder
TConstruct:ToolStationBlock:3, Part Builder
TConstruct:ToolStationBlock:4, Part Builder
TConstruct:ToolStationBlock:5, Pattern Chest
TConstruct:ToolStationBlock:10, Stencil Table
TConstruct:ToolStationBlock:11, Stencil Table
TConstruct:ToolStationBlock:12, Stencil Table
TConstruct:ToolStationBlock:13, Stencil Table
TConstruct:ToolForgeBlock:0, Tool Forge
TConstruct:ToolForgeBlock:1, Tool Forge
TConstruct:ToolForgeBlock:2, Tool Forge
TConstruct:ToolForgeBlock:3, Tool Forge
TConstruct:ToolForgeBlock:4, Tool Forge
TConstruct:ToolForgeBlock:5, Tool Forge
TConstruct:ToolForgeBlock:6, Tool Forge
TConstruct:ToolForgeBlock:7, Tool Forge
TConstruct:ToolForgeBlock:8, Tool Forge
TConstruct:ToolForgeBlock:9, Tool Forge
TConstruct:ToolForgeBlock:10, Tool Forge
TConstruct:ToolForgeBlock:11, Tool Forge
TConstruct:ToolForgeBlock:12, Tool Forge
TConstruct:ToolForgeBlock:13, Tool Forge
TConstruct:CraftingStation, Crafting Station
TConstruct:CraftingSlab:0, Crafting Station
TConstruct:CraftingSlab:1, Tool Station
TConstruct:CraftingSlab:2, Part Builder
TConstruct:CraftingSlab:3, Stencil Table
TConstruct:CraftingSlab:4, Pattern Chest
TConstruct:CraftingSlab:5, Tool Forge
TConstruct:FurnaceSlab, Slab Furnace
TConstruct:HeldItemBlock, Frying Pan
TConstruct:BattleSignBlock, tile.Battlesign.name
TConstruct:CraftedSoil:0, Slimy Mud
TConstruct:CraftedSoil:1, Grout
TConstruct:CraftedSoil:2, Slimy Mud
TConstruct:CraftedSoil:3, Graveyard Soil
TConstruct:CraftedSoil:4, Consecrated Soil
TConstruct:CraftedSoil:5, Blue Slimedirt
TConstruct:CraftedSoil:6, Slime Soil
TConstruct:fluid.molten.iron, Molten Iron
TConstruct:fluid.molten.gold, Molten Gold
TConstruct:fluid.molten.copper, Molten Copper
TConstruct:fluid.molten.tin, Liquid Tin
TConstruct:fluid.molten.aluminum, Molten Aluminum
TConstruct:fluid.molten.cobalt, Molten Cobalt
TConstruct:fluid.molten.ardite, Molten Ardite
TConstruct:fluid.molten.bronze, Molten Bronze
TConstruct:fluid.molten.alubrass, Molten Aluminum Brass
TConstruct:fluid.molten.manyullyn, Molten Manyullyn
TConstruct:fluid.molten.alumite, Molten Alumite
TConstruct:fluid.molten.obsidian, Molten Obsidian
TConstruct:fluid.molten.steel, Molten Steel
TConstruct:fluid.molten.glass, Molten Glass
TConstruct:molten.stone, Seared Stone
TConstruct:molten.emerald, Liquified Emerald
TConstruct:fluid.molten.nickel, Molten Nickel
TConstruct:fluid.molten.lead, Molten Lead
TConstruct:fluid.molten.silver, Molten Silver
TConstruct:fluid.molten.shiny, Molten Shiny
TConstruct:fluid.molten.invar, Molten Invar
TConstruct:fluid.molten.electrum, Molten Electrum
TConstruct:fluid.ender, Liquified Ender
TConstruct:fluid.molten.lumium, Molten Lumium
TConstruct:fluid.molten.signalum, Molten Signalum
TConstruct:fluid.molten.mithril, Molten Mana Infused Metal
TConstruct:fluid.molten.enderium, Molten Enderium
TConstruct:liquid.blood, Blood
TConstruct:liquid.glue, Glue
TConstruct:fluid.molten.pigiron, Molten Pig Iron
TConstruct:SearedSlab:0, Seared Brick Slab
TConstruct:SearedSlab:1, Seared Stone Slab
TConstruct:SearedSlab:2, Seared Cobblestone Slab
TConstruct:SearedSlab:3, Seared Paver Slab
TConstruct:SearedSlab:4, Seared Road Slab
TConstruct:SearedSlab:5, Fancy Seared Slab
TConstruct:SearedSlab:6, Chiseled Seared Slab
TConstruct:SearedSlab:7, Chiseled Seared Slab
TConstruct:SpeedSlab:0, Rough Brownstone Slab
TConstruct:SpeedSlab:1, Brownstone Road Slab
TConstruct:SpeedSlab:2, Brownstone Slab
TConstruct:SpeedSlab:3, Brownstone Brick Slab
TConstruct:SpeedSlab:4, Brownstone Road Slab
TConstruct:SpeedSlab:5, Fancy Brownstone Slab
TConstruct:SpeedSlab:6, Chiseled Brownstone Slab
TConstruct:GlueBlock, Glue Block
TConstruct:Smeltery:0, Smeltery Controller
TConstruct:Smeltery:1, Smeltery Drain
TConstruct:Smeltery:2, Seared Bricks
TConstruct:Smeltery:4, Seared Stone
TConstruct:Smeltery:5, Seared Cobblestone
TConstruct:Smeltery:6, Seared Paver
TConstruct:Smeltery:7, Cracked Seared Bricks
TConstruct:Smeltery:8, Seared Road
TConstruct:Smeltery:9, Fancy Seared Bricks
TConstruct:Smeltery:10, Chiseled Seared Bricks
TConstruct:Smeltery:11, Chiseled Seared Bricks
TConstruct:SmelteryNether:0, Smeltery Controller
TConstruct:SmelteryNether:1, Smeltery Drain
TConstruct:SmelteryNether:2, Seared Bricks
TConstruct:SmelteryNether:4, Seared Stone
TConstruct:SmelteryNether:5, Seared Cobblestone
TConstruct:SmelteryNether:6, Seared Paver
TConstruct:SmelteryNether:7, Cracked Seared Bricks
TConstruct:SmelteryNether:8, Seared Road
TConstruct:SmelteryNether:9, Fancy Seared Bricks
TConstruct:SmelteryNether:10, Chiseled Seared Bricks
TConstruct:SmelteryNether:11, Chiseled Seared Bricks
TConstruct:LavaTank:0, Seared Tank
TConstruct:LavaTank:1, Seared Glass
TConstruct:LavaTank:2, Seared Window
TConstruct:LavaTankNether:0, Seared Tank
TConstruct:LavaTankNether:1, Seared Glass
TConstruct:LavaTankNether:2, Seared Window
TConstruct:SearedBlock:0, Casting Table
TConstruct:SearedBlock:1, Seared Faucet
TConstruct:SearedBlock:2, Casting Basin
TConstruct:SearedBlockNether:0, Casting Table
TConstruct:SearedBlockNether:1, Seared Faucet
TConstruct:SearedBlockNether:2, Casting Basin
TConstruct:CastingChannel:0, Casting Channel
TConstruct:SpeedBlock:0, Rough Brownstone
TConstruct:SpeedBlock:1, Brownstone Road
TConstruct:SpeedBlock:2, Brownstone
TConstruct:SpeedBlock:3, Brownstone Brick
TConstruct:SpeedBlock:4, Brownstone Road
TConstruct:SpeedBlock:5, Fancy Brownstone
TConstruct:SpeedBlock:6, Chiseled Brownstone
TConstruct:GlassBlock:0, Clear Glass
TConstruct:GlassPane:0, Clear Glass Pane
TConstruct:GlassBlock.StainedClear:0, White Stained Glass
TConstruct:GlassBlock.StainedClear:1, Orange Stained Glass
TConstruct:GlassBlock.StainedClear:2, Magenta Stained Glass
TConstruct:GlassBlock.StainedClear:3, Light Blue Stained Glass
TConstruct:GlassBlock.StainedClear:4, Yellow Stained Glass
TConstruct:GlassBlock.StainedClear:5, Lime Stained Glass
TConstruct:GlassBlock.StainedClear:6, Pink Stained Glass
TConstruct:GlassBlock.StainedClear:7, Gray Stained Glass
TConstruct:GlassBlock.StainedClear:8, Light Gray Stained Glass
TConstruct:GlassBlock.StainedClear:9, Cyan Stained Glass
TConstruct:GlassBlock.StainedClear:10, Purple Stained Glass
TConstruct:GlassBlock.StainedClear:11, Blue Stained Glass
TConstruct:GlassBlock.StainedClear:12, Brown Stained Glass
TConstruct:GlassBlock.StainedClear:13, Green Stained Glass
TConstruct:GlassBlock.StainedClear:14, Red Stained Glass
TConstruct:GlassBlock.StainedClear:15, Black Stained Glass
TConstruct:GlassPaneClearStained:0, White Stained Pane
TConstruct:GlassPaneClearStained:1, Orange Stained Pane
TConstruct:GlassPaneClearStained:2, Magenta Stained Pane
TConstruct:GlassPaneClearStained:3, Light Blue Stained Pane
TConstruct:GlassPaneClearStained:4, Yellow Stained Pane
TConstruct:GlassPaneClearStained:5, Lime Stained Pane
TConstruct:GlassPaneClearStained:6, Pink Stained Pane
TConstruct:GlassPaneClearStained:7, Gray Stained Pane
TConstruct:GlassPaneClearStained:8, Light Gray Stained Pane
TConstruct:GlassPaneClearStained:9, Cyan Stained Pane
TConstruct:GlassPaneClearStained:10, Purple Stained Pane
TConstruct:GlassPaneClearStained:11, Blue Stained Pane
TConstruct:GlassPaneClearStained:12, Brown Stained Pane
TConstruct:GlassPaneClearStained:13, Green Stained Pane
TConstruct:GlassPaneClearStained:14, Red Stained Pane
TConstruct:GlassPaneClearStained:15, Black Stained Pane
TConstruct:Redstone.Landmine:0, Landmine
TConstruct:Redstone.Landmine:1, Landmine
TConstruct:Redstone.Landmine:2, Landmine
TConstruct:Redstone.Landmine:3, Landmine
TConstruct:Armor.DryingRack, Drying Rack
MagicBees:magicbees.enchantedEarth, Enchanted Earth
MagicBees:hive:0, Curious Hive
MagicBees:hive:1, Unusual Hive
MagicBees:hive:2, Resonating Hive
MagicBees:effectJar, Bee Collector's Jar
MagicBees:magicApiary, Magic Apiary
MagicBees:visAuraProvider, Vis Apiary Booster
OpenBlocks:ladder, Jaded Ladder
OpenBlocks:guide, Building Guide
OpenBlocks:builder_guide, Enhanced Building Guide
OpenBlocks:elevator:0, Elevator
OpenBlocks:elevator:1, Elevator
OpenBlocks:elevator:2, Elevator
OpenBlocks:elevator:3, Elevator
OpenBlocks:elevator:4, Elevator
OpenBlocks:elevator:5, Elevator
OpenBlocks:elevator:6, Elevator
OpenBlocks:elevator:7, Elevator
OpenBlocks:elevator:8, Elevator
OpenBlocks:elevator:9, Elevator
OpenBlocks:elevator:10, Elevator
OpenBlocks:elevator:11, Elevator
OpenBlocks:elevator:12, Elevator
OpenBlocks:elevator:13, Elevator
OpenBlocks:elevator:14, Elevator
OpenBlocks:elevator:15, Elevator
OpenBlocks:elevator_rotating:0, Rotating Elevator
OpenBlocks:elevator_rotating:1, Rotating Elevator
OpenBlocks:elevator_rotating:2, Rotating Elevator
OpenBlocks:elevator_rotating:3, Rotating Elevator
OpenBlocks:elevator_rotating:4, Rotating Elevator
OpenBlocks:elevator_rotating:5, Rotating Elevator
OpenBlocks:elevator_rotating:6, Rotating Elevator
OpenBlocks:elevator_rotating:7, Rotating Elevator
OpenBlocks:elevator_rotating:8, Rotating Elevator
OpenBlocks:elevator_rotating:9, Rotating Elevator
OpenBlocks:elevator_rotating:10, Rotating Elevator
OpenBlocks:elevator_rotating:11, Rotating Elevator
OpenBlocks:elevator_rotating:12, Rotating Elevator
OpenBlocks:elevator_rotating:13, Rotating Elevator
OpenBlocks:elevator_rotating:14, Rotating Elevator
OpenBlocks:elevator_rotating:15, Rotating Elevator
OpenBlocks:heal, Healer
OpenBlocks:target, Target
OpenBlocks:grave, Grave
OpenBlocks:flag, Flag
OpenBlocks:tank, Tank
OpenBlocks:trophy, Trophy
OpenBlocks:beartrap, Bear Trap
OpenBlocks:sprinkler, Sprinkler
OpenBlocks:cannon, Item Cannon
OpenBlocks:vacuumhopper, Vacuum Hopper
OpenBlocks:sponge, Sponge
OpenBlocks:bigbutton, Big Button
OpenBlocks:imaginary:0, Magic Pencil
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:imaginary:1, Magic Crayon
OpenBlocks:fan, Fan
OpenBlocks:xpbottler, XP Bottler
OpenBlocks:village_highlighter, Village Highlighter
OpenBlocks:path, Path
OpenBlocks:autoanvil, Auto Anvil
OpenBlocks:autoenchantmenttable, Auto Enchantment Table
OpenBlocks:xpdrain, XP Drain
OpenBlocks:blockbreaker, Block Breaker
OpenBlocks:blockPlacer, Block Placer
OpenBlocks:itemDropper, Item Dropper
OpenBlocks:ropeladder, Rope Ladder
OpenBlocks:donationStation, Donation Station
OpenBlocks:paintmixer, Paint Mixer
OpenBlocks:canvas, Canvas
OpenBlocks:paintcan, Paint Can
OpenBlocks:canvasglass, Glass Canvas
OpenBlocks:projector, Height Map Projector
OpenBlocks:drawingtable, Drawing Table
OpenBlocks:sky:0, Sky Block
OpenBlocks:sky:1, Sky Block
OpenBlocks:xpshower, XP Shower
OpenBlocks:goldenegg, Golden Egg
OpenBlocks:scaffolding, Scaffolding
OpenComputers:accessPoint:0, §cAccess Point§7
OpenComputers:adapter:0, Adapter
OpenComputers:assembler:0, Electronics Assembler
OpenComputers:cable:0, Cable
OpenComputers:capacitor:0, Capacitor
OpenComputers:case1:0, Computer Case (Tier 1)
OpenComputers:case3:0, Computer Case (Tier 3)
OpenComputers:case2:0, Computer Case (Tier 2)
OpenComputers:charger:0, Charger
OpenComputers:disassembler:0, Disassembler
OpenComputers:diskDrive:0, Disk Drive
OpenComputers:geolyzer:0, Geolyzer
OpenComputers:hologram1:0, Hologram Projector (Tier 1)
OpenComputers:hologram2:0, Hologram Projector (Tier 2)
OpenComputers:keyboard:0, Keyboard
OpenComputers:motionSensor:0, Motion Sensor
OpenComputers:powerConverter:0, Power Converter
OpenComputers:powerDistributor:0, Power Distributor
OpenComputers:raid:0, Raid
OpenComputers:redstone:0, Redstone I/O
OpenComputers:relay:0, Relay
OpenComputers:screen1:0, Screen (Tier 1)
OpenComputers:screen3:0, Screen (Tier 3)
OpenComputers:screen2:0, Screen (Tier 2)
OpenComputers:rack:0, Rack
OpenComputers:switch:0, §cSwitch§7
OpenComputers:caseCreative:0, Computer Case (Creative)
OpenComputers:microcontroller:0, Microcontroller
OpenComputers:robotAfterimage:0, Robot
OpenComputers:robot:0, Robot.name
OpenComputers:print:0, 3D Print
OpenComputers:printer:0, 3D Printer
OpenComputers:chameliumBlock:0, Block of Chamelium
OpenComputers:waypoint:0, Waypoint
OpenComputers:endstone:0, End Stone
OpenComputers:netSplitter:0, Net Splitter
OpenComputers:transposer:0, Transposer
JAKJ_RedstoneInMotion:simpleFrame:0, Frame Carriage
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_Carriage:1, Platform Carriage
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_Carriage:2, Structure Carriage
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_Carriage:3, Support Carriage
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_Carriage:4, Template Carriage
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_Carriage:5, Memory Carriage
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_CarriageDrive:0, Carriage Engine
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_CarriageDrive:1, Carriage Motor
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_CarriageDrive:2, Carriage Controller
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_CarriageDrive:3, Carriage Translocator
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_CarriageDrive:4, Carriage Transduplicator
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_CarriageDrive:5, Carriage Adapter
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_CarriageDrive:6, Carriage Rotator
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_CarriageDrive:7, Directional Carriage Engine
JAKJ_RedstoneInMotion:tile.JAKJ_RedstoneInMotion_RailSpecter:0, Moving Rail
rftools:machineFrame, Machine Frame
rftools:machineBase, Machine Base
rftools:rfMonitorBlock, RF Monitor
rftools:liquidMonitorBlock, Liquid Monitor
rftools:crafterBlock1, Crafter Tier 1
rftools:crafterBlock2, Crafter Tier 2
rftools:crafterBlock3, Crafter Tier 3
rftools:relayBlock, Power Relay
rftools:itemFilterBlock, Item Filter
rftools:dimletFilterBlock, Dimlet Filter
rftools:storageScannerBlock, Storage Scanner
rftools:machineInfuserBlock, Machine Infuser
rftools:environmentalControllerBlock, Environmental Controller
rftools:spawnerBlock, Spawner
rftools:matterBeamerBlock, Matter Beamer
rftools:volcanicCoreBlock, Volcanic Core
rftools:volcanicBlock, Volcanic Block
rftools:screenBlock, Screen
rftools:screenHitBlock, Screen
rftools:screenControllerBlock, Screen Controller
rftools:dimletResearcherBlock, Dimlet Researcher
rftools:dimletScramblerBlock, Dimlet Scrambler
rftools:dimensionEnscriberBlock, Dimension Enscriber
rftools:dimensionBuilderBlock, Dimension Builder
rftools:creativeDimensionBuilderBlock, Creative Dimension Builder
rftools:dimensionEditorBlock, Dimension Editor
rftools:dimensionMonitorBlock, Dimension Monitor
rftools:dimensionalShardBlock, Dimensional Shard Ore
rftools:dimensionalBlankBlock, Dimensional Blank Block
rftools:dimensionalBlock, Dimensional Block
rftools:dimensionalSmallBlocks, Dimensional Small Blocks
rftools:dimensionalCrossBlock, Dimensional Cross Block
rftools:dimensionalCross2Block, Dimensional Cross 2 Block
rftools:dimensionalPattern1Block, Dimensional Pattern 1 Block
rftools:dimensionalPattern2Block, Dimensional Pattern 2 Block
rftools:activityProbeBlock, Activity Probe
rftools:energyExtractorBlock, Energy Extractor
rftools:matterTransmitterBlock, Matter Transmitter
rftools:matterReceiverBlock, Matter Receiver
rftools:dialingDeviceBlock, Dialing Device
rftools:simpleDialerBlock, Simple Dialer
rftools:destinationAnalyzerBlock, Destination Analyzer
rftools:matterBoosterBlock, Matter Booster
rftools:endergenicBlock, Endergenic Generator
rftools:pearlInjectorBlock, Pearl Injector
rftools:enderMonitorBlock, Ender Monitor
rftools:sequencerBlock, Sequencer
rftools:timerBlock, Timer
rftools:counterBlock, Counter
rftools:redstoneTransmitterBlock, Redstone Transmitter
rftools:redstoneReceiverBlock, Redstone Receiver
rftools:shieldBlock, Shield Projector Tier 1
rftools:shieldBlock2, Shield Projector Tier 2
rftools:shieldBlock3, Shield Projector Tier 3
rftools:shieldBlock4, Shield Projector Tier 4
rftools:invisibleShieldBlock, Invisible Shield Block
rftools:noTickInvisibleShieldBlock, Invisible Shield Block
rftools:solidShieldBlock, Solid Shield Block
rftools:noTickolidShieldBlock, Solid Shield Block
rftools:shieldTemplateBlock:0, Shield Template
rftools:shieldTemplateBlock:1, Shield Template
rftools:shieldTemplateBlock:2, Shield Template
rftools:shieldTemplateBlock:3, Shield Template
rftools:dimletWorkbenchBlock, Dimlet Workbench
